"pcl"; "eng"
"*werno-"; "alder"
"*wernā-"; "alder"
"*werno-"; "alder"
"*wernā-"; "alder"
"*wero-"; "tallow"
"*werro(s)-"; "raised"
"*werro-"; "raised"
"*werros-"; "raised"
"*wertā-(je/o-)"; "turn"
"*wertā-"; "turn"
"*wertā-je/o-"; "turn"
"*wertito-"; "spindle"
"*wert-jo-"; "burial mound"
"*werto-"; "worth, value"
"*wertrā-"; "fort"
"*weru-"; "far"
"*wes-e/o-"; "eat"
"*weskʷro-, uskʷro-"; "evening"
"*weskʷro-"; "evening"
"uskʷro-"; "evening"
"*weskʷro-"; "evening"
"uskʷro-"; "evening"
"*wes-n-a-"; "flay"
"*wesrom"; "pronoun (your (pl.))"
"*westi-"; "eat"
"*westi-"; "stay"
"*wesu- (, wīsu-)"; "good"
"*wesu- ("; "good"
"wīsu-)"; "good"
"*wesu- "; "good"
"wīsu-"; "good"
"*weswo-  // *wikko-"; "excellent"
"*weswo-"; "excellent"
"*wikko-"; "excellent"
"*weswo- "; "excellent"
"*wikko-"; "excellent"
"*wet-e/o-"; "say"
"*weto-"; "air"
"*wetsi-"; "sow (pig)"
"*wextā-"; "journey"
"*wi-"; "song"
"*widā-"; "sight"
"*wid-ālo-"; "fair"
"*wido-φeto-"; "midge"
"*widu-"; "wood"
"*widu-bijo-"; "bill-hook"
"*widu-kʷeillā-"; "boardgame"
"*widwā-"; "widow"
"*wija-l-injā-"; "twig"
"*wīk-ā-"; "fight"
"*wikantī"; "twenty"
"*wik-ari-"; "fierce"
"*wik-e/o-"; "fight"
"*wīkk-"; "squeak"
"*wīko-, *wīku-"; "village"
"*wīko-"; "village"
"*wīku-"; "village"
"*wīko-"; "village"
"*wīku-"; "village"
"*wiltV-"; "wild"
"*wimmāni-"; "seaweed"
"*wind-e/o-"; "find"
"*wind-jāto-"; "whiting"
"*windo-"; "white"
"*windo-b(w)ijo-"; "luck (lit. 'white world'"
"*windo-bijo-"; "luck (lit. 'white world'"
"*windo-bwijo-"; "luck (lit. 'white world'"
"*windo-kolno-"; "white hazel"
"*windo-leito-"; "greyish white"
"*Windo-magos-"; "place name"
"*windo-seibaro-"; "personal name (Guinevere) (*white)"
"*windo-tero-"; "whiteness"
"*winkʷ-"; "excellent"
"*winto-"; "wind"
"*wirano-"; "land"
"*wird-"; "green"
"*wīrjā-"; "truth"
"*wīrjānjā-"; "truth"
"*wīrjāno-"; "truthful, just"
"*wiro-"; "man"
"*wīro-"; "true"
"*wiro-jowanko-"; "young man"
"*wiro-sito- (or wor-)"; "fathom"
"*wiro-sito-  "; "fathom"
"*wirowjo-"; "male"
"*wi-s-"; "anger"
"*wīs-kā- < PIE *u̯ēs-kā-"; "clothes"
"*wīs-kā-"; "clothes"
"*wīs-kā-je/o-"; "dress"
"*wīso-"; "poison"
"*wī-ti-"; "food"
"*wi-t-no-"; "tough"
"*wīto-"; "feast"
"*witsu-"; "knowing"
"*witt(ā)-"; "vein"
"*witt-"; "vein"
"*wittā-"; "vein"
"*wiwo-"; "withered"
"*wix-sk-ī-mo-"; "turbulent; ripe (of nuts)"
"*wixtā-"; "fight"
"*wlanā-"; "wool"
"*wlati-"; "rule"
"*wlat-īko-"; "lord"
"*wlato-"; "lord"
"*wlidā-"; "feast"
"*wlido-"; "mild"
"*wlido-"; "stalks"
"*wlid-V-māro-"; "having great feasts"
"*wlikʷu-"; "wet"
"*wlikʷ-uro-"; "liquid"
"*wliskā-"; "rod"
"*wlixso-"; "liquid"
"*wlix-to/i-"; "dew"
"*wo-beutsā-"; "human lip"
"*wo-brig-V-"; "noble"
"*wo-dagī-"; "intention"
"*wo-dāl-"; "separate"
"*wod-eje/o-"; "lead, bring"
"*wo-durdo-"; "noise"
"*wodwo-"; "booty of weapons"
"*wo-exs-korjo-"; "retinue"
"*wo-exs-med-e/o-"; "refuse"
"*wo-gar-o-"; "sound"
"*woglo-"; "urine"
"*wogman-"; "noise"
"*wo-gnī-t-āje/o-"; "serve"
"*wo-gnī-t-āko-"; "servant"
"*wogro-"; "sound"
"*woid-eje/o-"; "send"
"*wo-kāno-"; "excellent"
"*wo-kom-sreto-"; "care"
"*wo-kom-φar(x)-ske/o-"; "request"
"*wo-kom-φar-ske/o-"; "request"
"*wo-kom-φarx-ske/o-"; "request"
"*wo-kubā-"; "cave"
"*wo-kumā-"; "cave"
"*wo-kʷeislā-je/o-"; "consider"
"*wo-kʷr-o-"; "prize"
"*wo-leg-jo-"; "bed"
"*wo-legjo-butā-"; "childbed"
"*wo-legjo-dind-o-"; "grave"
"*wolgo-"; "abundance"
"*wolījo-, *uφolījo-"; "wound"
"*wolījo-"; "wound"
"*uφolījo-"; "wound"
"*wolījo-"; "wound"
"*uφolījo-"; "wound"
"*wolīs-āje/o-"; "wound"
"*wolk-e/o-/-eje/o-"; "wash"
"*Wolko-, *Wolkā-"; "ethnic name (lit. 'wolf' or 'hawk')"
"*Wolko-"; "ethnic name (lit. 'wolf' or 'hawk')"
"*Wolkā-"; "ethnic name (lit. 'wolf' or 'hawk')"
"*wol-n-a-"; "rule"
"*wo-log-o-"; "cover"
"*wo-losk-e/o-"; "burn"
"*wo-lougV-"; "light"
"*wo-lou-t-āko-"; "rich"
"*wo-luk-o-"; "seeing, sight"
"*wo-lu-n-g-e/o-"; "suffer, bear"
"*wo-luxtu-"; "cooked meat"
"*wo-menndh-e/o-"; "ask"
"*wo-mlū-"; "lip"
"*wo-nixto-"; "wheat"
"*wor- < *uφor-"; "over"
"*wor-"; "over"
"*uφor-"; "over"
"*wor-"; "over"
"*uφor-"; "over"
"*wor-alt-ā-"; "steep cliff"
"*wor-ambi-texto-"; "walk around"
"*wor-anman-"; "additional name"
"*wor-ber-t-"; "increase"
"*wor-di(n)g-"; "oppress"
"*wor-dig-"; "oppress"
"*wor-ding-"; "oppress"
"*wor-dubu-"; "very dark"
"*wor-dworutsā-"; "door"
"*wo-rem-e/o-"; "put, place"
"*wo-ret-e/o-"; "help"
"*wo-reto-wir-"; "saviour"
"*wo-retsu-"; "dwelling"
"*wor-gar-ī-"; "neigh"
"*wor-glatso-"; "very blue/green"
"*worīnā-/-ī-"; "host"
"*wor-kan-e/o-"; "teach"
"*wor-kantl-(j)ato-"; "teacher"
"*wor-kantl-ato-"; "teacher"
"*wor-kantl-jato-"; "teacher"
"*wor-kom-mendn-o-"; "command"
"*wor-kor-jo-"; "lid"
"*wor-kretV-"; "surplus"
"*wor-kʷeisl-āko-"; "insane"
"*wor-lanwV-"; "high tide"
"*wor-laweno-"; "overjoyed"
"*wor-limn-e/o-"; "stroke"
"*wor-līno-"; "great number"
"*wor-ment-āko-"; "high-spirited"
"*wor-monijo-"; "rise"
"*wor-nerto-"; "very powerful"
"*wor-od-ber-o-"; "additional work"
"*wo-rouno-"; "noise"
"*wor-sang-e/o-"; "trample"
"*wor-sell-ī-"; "look-out"
"*wor-tam-īno-"; "highest"
"*wor-tek-o-"; "cattle"
"*wor-tero- < *wer-tero-"; "noble"
"*wor-tero-"; "noble"
"*wer-tero-"; "noble"
"*wor-tero-"; "noble"
"*wer-tero-"; "noble"
"*wor-tog(j)o-"; "cover"
"*wor-togo-"; "cover"
"*wor-togjo-"; "cover"
"*wor-trumbo-"; "very heavy"
"*wor-wed-e/o-"; "lie"
"*worǎko-"; "curve"
"*wo-sal-jaxto-"; "chieftain"
"*wo-sed-ī-"; "daughter-in-law"
"*wo-sista-mV-"; "protection"
"*wo-stā-n-axto-"; "service"
"*wosto- / *uφo-sto-"; "subordinate"
"*wosto-"; "subordinate"
"*uφo-sto-"; "subordinate"
"*wosto-"; "subordinate"
"*uφo-sto-"; "subordinate"
"*wosφī-"; "wasp"
"*wot-(ej)e/o-"; "deny"
"*wot-e/o-"; "deny"
"*wot-eje/o-"; "deny"
"*wotan-, wotn-"; "floor"
"*wotan-"; "floor"
"wotn-"; "floor"
"*wotan-"; "floor"
"wotn-"; "floor"
"*wo-tekʷ-o-"; "hiding-place"
"*wo-tig"; "preposition (after)"
"*wo-tīro-"; "piece of land"
"*wo-tlukk-eitV-"; "prayer"
"*wot-o-"; "denial"
"*wo-trīk-e/o-"; "stay"
"*wo-trog-eje/o-"; "milk"
"*wo-wādu-"; "daughter-in-law"
"*Wo-xel-  < PCl. *"; "avoid"
"*Wo-xel-"; "avoid"
"*woxtlo-"; "word"
"*wozd-o-"; "length"
"*wradjo-, *wradmu-"; "root"
"*wradjo-"; "root"
"*wradmu-"; "root"
"*wradjo-"; "root"
"*wradmu-"; "root"
"*wrag-ā-"; "do"
"*wragi-"; "fence"
"*wrak-ī-"; "woman"
"*wrak-istu-"; "belt"
"*wrakkā- [1]"; "woman"
"*wrakkā- [2]"; "needle"
"*wrang-e/o-"; "go"
"*wrastā-"; "rainshower"
"*wridmā-"; "root"
"*wrigantī-"; "worm"
"*wrikk-"; "spark"
"*wrikku-"; "bristle"
"*wrimbo-"; "seam"
"*wriskī-"; "branch"
"*writ(i)"; "against"
"*writ"; "against"
"*writi"; "against"
"*writ-kom-φar(x)-ske/o-"; "ask"
"*writ-kom-φar-ske/o-"; "ask"
"*writ-kom-φarx-ske/o-"; "ask"
"*writ-ouxsero-"; "evening"
"*writ-tung-e/o-"; "counter-swear"
"*wroiko-"; "heath"
"*wudw-o-/-āko-"; "neck"
"*wujilano-"; "gull"
"*φ(e)ku"; "cattle"
"*φku"; "cattle"
"*φeku"; "cattle"
"*φagli-"; "pleasant"
"*φaglo-"; "brood"
"*φaksajo- (wrong)"; "shoe"
"*φaksajo- "; "shoe"
"*φaksajo- wrong"; "shoe"
"*φalek-"; "rock"
"*φallo-"; "rock"
"*φaltani- (-ī-)"; "shearing knife"
"*φaltani- "; "shearing knife"
"*φaltani- -ī-"; "shearing knife"
"*φalto-"; "joint"
"*φanā-"; "bog"
"*φanawo-"; "harmony"
"*φani-"; "bread"
"*Φanon-"; "goddess"
"*φar-"; "seek"
"*φar(a)"; "before"
"*φar"; "before"
"*φara"; "before"
"*φar(i)-nekʷo-"; "defence"
"*φar-nekʷo-"; "defence"
"*φari-nekʷo-"; "defence"
"*φar(i)-ausjo-"; "temple"
"*φar-ausjo-"; "temple"
"*φari-ausjo-"; "temple"
"*φarast-"; "old"
"*φarejā-"; "waking, attention"
"*φā-r-eje/o-"; "to graze"
"*φargo-, *φargjo-"; "drop"
"*φargo-"; "drop"
"*φargjo-"; "drop"
"*φargo-"; "drop"
"*φargjo-"; "drop"
"*φari-"; "by"
"*φari(-)kʷenn-ī"; "(be)for(e)"
"*φarikʷenn-ī"; "(be)for(e)"
"*φari-kʷenn-ī"; "(be)for(e)"
"*φari-ambi-metsu- (< *-med-tu-)"; "prophecy"
"*φari-ambi-metsu- "; "prophecy"
"*φari-ambi-metsu- < *-med-tu-"; "prophecy"
"*φari-ber-e/o-"; "enjoy"
"*φari-denajo-"; "sign"
"*φari-derk-i-"; "clear"
"*φari-gal-ā-"; "vigour"
"*φarikā-"; "concubine"
"*φari-kan-e/o-"; "lament"
"*φari-kel-o-"; "secluded place"
"*φari-kleid-essā-"; "lady"
"*φari-kom-ari-"; "opposite"
"*φari-koru-"; "throw"
"*φari-kʷennīko-"; "lord"
"*φari-linkʷ-je/o-"; "lend"
"*φari-med-it-o-"; "intention"
"*φari-moilo-"; "bald"
"*φari-morikā-"; "± Britanny"
"*φari-nask-e/o-"; "tie"
"*φari-sestā-"; "belief"
"*φari-sosto-"; "stern of ship"
"*φari-stei-tu-"; "terror"
"*φari-tero-"; "east"
"*φari-wets(r)V-  (< *-wed-t-)"; "string"
"*φari-wetsV-  "; "string"
"*φari-wetsrV-  "; "string"
"*φari-wetsV-  < *-wed-t-"; "string"
"*φari-wetsrV-  < *-wed-t-"; "string"
"*φari-widjo-"; "sign"
"*φari-wid-V"; "according to"
"*φari-wo-stā-"; "so that the more"
"*φari-xtā-"; "assembly"
"*φarjāno-"; "watchman"
"*φarkunjo-"; "mountain"
"*φarostāti-"; "beforehand"
"*φarsk-e/o-"; "ask"
"*φartuli-"; "miscarriage"
"*φat-amā-"; "hand"
"*φatamā-"; "thread"
"*φatanāko-"; "winged"
"*φatano-"; "wing"
"*φatīr"; "father"
"*φatnā- (or *φānā-)"; "pot"
"*φatnā- "; "pot"
"*φatnā- or *φānā-"; "pot"
"*φatrjā-"; "paternal line"
"*φāts-e/o-"; "grow"
"*φed-"; "go"
"*φedenno-"; "ivy"
"*φedo-m"; "period"
"*φeimi-"; "quick"
"*φeisko-"; "fish"
"*φell-"; "bury"
"*φelu-"; "many"
"*φelukko-"; "joy"
"*φen-"; "clothe"
"*φend-e/o-"; "go"
"*φenk-īnjo-"; "salmon"
"*φeno-"; "water"
"*φent-e/o-"; "reach"
"*φer(i)-"; "intensive"
"*φer-"; "intensive"
"*φeri-"; "intensive"
"*φeratu-"; "fear"
"*φerejo-"; "now"
"*φeri"; "because of"
"*φeri-"; "beyond"
"*φeri-en-stā-"; "faith"
"*φeri-jāl-āje/o-"; "ask"
"*φerk-e/o-"; "fill"
"*φerko-"; "fearful"
"*φerko-"; "speckled"
"*φerrāko-"; "spring"
"*φerut(i)"; "last year"
"*φerut"; "last year"
"*φeruti"; "last year"
"*φesalo-"; "brood"
"*φeskūti-"; "shoe"
"*φes-tamo-"; "rope, belt"
"*φesti-"; "fall"
"*φet-e/o-"; "fly"
"*φetno-"; "bird"
"*φetro-"; "bird"
"*φet-t-"; "wing"
"*φib-e/o-"; "drink"
"*φidon-"; "birthpangs"
"*φikto-"; "angry, hostile"
"*φīntotāt-"; "thirst"
"*φit-e/o-"; "eat"
"*φīts-otV"; "under"
"*φitu-"; "grain"
"*φitu-landā-"; "threshing floor"
"*φiturnajo-"; "rushlight, candle"
"*φī-wer-jō(n)"; "earth, land"
"*φī-wer-jō"; "earth, land"
"*φī-wer-jōn"; "earth, land"
"*Φīwerjon-"; "Ireland"
"*φlā-(j)e/o-"; "fold"
"*φlā-e/o-"; "fold"
"*φlā-je/o-"; "fold"
"*φlāmā-"; "hand"
"*φlāmo-wetsV-"; "sleeve"
"*φlāmo-φro-d-ā-"; "gift"
"*φlandi-"; "bright"
"*φlang-se/o-"; "beat violently"
"*φlānjā-"; "fullness"
"*φlā-no-"; "plain"
"*φlāno-"; "full"
"*φlanwo-"; "flood, filling"
"*φlāro-"; "floor"
"*φlātro-"; "arrangement"
"*φleito-"; "grey"
"*φlew-jo-"; "ruler, helmsman"
"*φlīdos-"; "mob"
"*φlī-jās-āko-"; "numerous"
"*φlī-jes-"; "multitude"
"*φlīn-e/o-"; "fill"
"*φlinnā-"; "cloak"
"*φlitanjā-"; "width"
"*φlitano-"; "wide"
"*φlitawjā-"; "coastland"
"*φlitawjā-"; "Armorica"
"*φlitjā-"; "shoulderblade"
"*φlito-"; "width"
"*φlit-ǎ(-je/o)-"; "expand"
"*φlit-ǎ-"; "expand"
"*φlit-ǎ-je/o-"; "expand"
"*φloud-eje/o-"; "drive"
"*φlou-e/o-"; "move fast"
"*φloug(-mani)-"; "fly"
"*φloug-"; "fly"
"*φloug-mani-"; "fly"
"*φnek-"; "gasp"
"*φo-"; "preposition (from)"
"*φodjo-"; "journey"
"*φoikit-"; "guest"
"*φoklo-"; "bind"
"*φolgo-"; "track"
"*φolkā-"; "cultivated (*ploughed) land"
"*φolwo-"; "dust"
"*φomonajo-"; "oak"
"*φono-"; "water"
"*φorko-"; "pig"
"*φorko-"; "salmon"
"*φotiko-"; "lord"
"*φotlo-"; "drink"
"*φougo-"; "whole"
"*φoulwan-"; "ash"
"*φoumat-"; "hole"
"*φoutanjā-"; "newborn"
"*φoutato-"; "singularity"
"*φowen-o- (-ī-)"; "foam"
"*φowen-o- "; "foam"
"*φowen-o- -ī-"; "foam"
"*φragjo-"; "lewd"
"*φrāk-initsV-"; "adjacent island"
"*φrāk-or-āje/o-"; "lead, surpass"
"*φrāko-φro-widā-"; "honour"
"*φrand-jato-"; "giver"
"*φrat-je/o-"; "perceive"
"*φreimo-"; "before (Br. king)"
"*φrijarā-"; "wish"
"*φrijo-"; "free"
"*φrik(k)o-"; "furrow"
"*φriko-"; "furrow"
"*φrikko-"; "furrow"
"*φrimo-"; "before"
"*φri-n-e/o-"; "sell"
"*φriskā-"; "fart"
"*φrit-gʷani-"; "counter-strike"
"*φritu-"; "crossing"
"*φritu-"; "ford"
"*φro"; "too"
"*φro-"; "particle (*before)"
"*φro-an-n-k-e/o-"; "reach"
"*φro-be/oud-o-"; "notice"
"*φro-ber-tī-"; "flood"
"*φro-budo-"; "order"
"*φro-dā-"; "gift"
"*φro-gen-eies"; "parents"
"*φro-mik-o-"; "valour"
"*φro-sed-o-"; "authority"
"*φro-skʷ-o-"; "eye"
"*φro-sto-"; "forest"
"*φrǎk(-)"; "preposition (before)"
"*φrǎk"; "preposition (before)"
"*φrǎk-"; "preposition (before)"
"*φstri-n-we/o-"; "snore"
"*φugo-"; "swordpoint"
"*φulāto-"; "hairy"
"*φulu-"; "hair"
"*φuluko-"; "beard"
"*φūnakā-"; "cleaning (noun)"
"*φu-tro-"; "ill person"
"*φuxtā-(ko-)"; "pine"
"*φuxtā-"; "pine"
"*φuxtā-ko-"; "pine"
"*φuxtu-"; "breast"
"*φwer-"; "grandchild"
"*ǎφman-"; "hand"
"*ěsu-"; "god"
"*i̯egino-"; "cold"
"*u̯o-lawo-"; "rain"
"*u̯os-to-"; "remaining, rest"
"*uφo-sto-"; "remaining, rest"
